Roll: 1101ME26
Semester Wise Details
Subject,Credits,Type,Grade,Sem
CH101,8,CORE,CD,1
CH110,3,CORE,AB,1
EE101,8,CORE,F,1
HS101,6,CORE,CD,1
MA101,8,CORE,DD,1
ME110,3,CORE,BB,1
ME111,7,CORE,BC,1
PH101,6,CORE,CD,1
CH102,6,CORE,CC,2
CS101,6,CORE,DD,2
CS110,3,CORE,BC,2
EE102,4,CORE,CC,2
MA102,8,CORE,DD,2
ME101,8,CORE,CD,2
PH102,6,CORE,F,2
PH110,3,CORE,BB,2
CS201,9,CORE,BC,3
HS201,6,HSS Elective,BC,3
MA201,8,CORE,DD,3
ME201,6,CORE,DD,3
ME204,6,CORE,CD,3
ME205,8,CORE,CC,3
ME211,4,CORE,CC,3
CH201,6,Elective-Sc.,CC,4
EE280,6,CORE,F,4
EE281,3,CORE,CD,4
HS202,6,HS Elective,CC,4
ME202,6,CORE,CD,4
ME203,6,CORE,CC,4
ME206,6,CORE,BC,4
ME210,6,CORE,BB,4
ME212,4,CORE,BC,4
CE315,6,Open Elective,CD,5
ME301,8,CORE,F,5
ME302,6,CORE,CC,5
ME303,8,CORE,DD,5
ME304,6,CORE,DD,5
ME305,8,CORE,F,5
ME310,4,CORE,BC,5
ME321,6,CORE,F,5
HS331,6,HS Elective,F,6
ME306,8,CORE,F,6
ME307,8,CORE,F,6
ME308,6,CORE,F,6
ME309,8,CORE,F,6
ME311,4,CORE,F,6
ME322,6,CORE,F,6
